bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-05,Empresa 2062,86.15,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 745,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 4826,100.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 739,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 98,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 5279,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 18577,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 3281,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 18601,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 4313,100.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 7526,70.8,202310,2023-05,2023-10,cadastro futuro,False,True
2023-05,Empresa 899,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 5068,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 18849,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 918,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1234,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 18894,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 3632,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 18970,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 18988,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 812,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 19099,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 804,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 1144,100.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 808,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 2780,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 810,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 19576,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 751,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 1034,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 1900,5.0,202309,2023-05,2023-09,cadastro futuro,False,True
2023-05,Empresa 19735,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 6150,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 19777,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 19819,5.0,202307,2023-05,2023-07,cadastro futuro,False,True
2023-05,Empresa 19884,5.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-05,Empresa 19947,5.0,202308,2023-05,2023-08,cadastro futuro,False,True
2023-05,Empresa 7003,100.0,202306,2023-05,2023-06,cadastro futuro,False,True
2023-06,Empresa 8323,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 798,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3768,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 20086,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1471,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 2062,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 1097,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 9201,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 1966,79.22,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 8596,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 873,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3223,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 10926,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1294,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 12431,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 3346,75.16,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 898,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 14570,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 19819,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1396,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 20272,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6066,74.31,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 8923,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 2997,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 8709,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2810,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 11982,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 6920,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2714,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 480,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 7662,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1235,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 20315,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 3196,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2266,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 5788,52.83,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 7842,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 15282,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 11963,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1237,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2755,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 773,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 12753,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5120,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 783,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4995,93.98,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 1680,53.06,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 5423,85.17,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 2556,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3766,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1680,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1290,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1355,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2782,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 231,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1289,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 9328,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 18014,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1391,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 201,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2810,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1714,73.21,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 777,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 15464,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 20547,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1034,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5110,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 20578,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2817,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 16067,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5095,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 6453,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 4056,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 11904,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3767,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2780,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3867,60.32,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 847,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 13408,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 9629,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 793,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 20638,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2666,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 4986,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 892,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 6596,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1471,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3770,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 819,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 189,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3867,17.15,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 15003,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 3032,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3281,57.35,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 3616,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 784,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 7604,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 3255,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5520,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5237,63.69,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3960,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 9786,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 1144,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 14931,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 5499,74.78,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 17787,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 848,70.55,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1151,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 2611,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 199,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 4651,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1148,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 5279,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 791,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 6434,58.64,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 19576,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 799,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 6920,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 5513,100.0,Não,2023-06,,sem cadastro,False,False
2023-06,Empresa 15329,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 20954,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 18894,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 9398,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 4999,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1803,94.44,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 16335,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1774,100.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 14203,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1138,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5136,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 5047,61.11,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 786,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 8820,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1714,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5323,15.25,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1150,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 17486,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 2823,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 1125,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 191,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 195,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 8130,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 4989,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5209,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 2775,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4920,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2769,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 13941,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 5205,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 18047,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 10899,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 98,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 11772,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 806,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5107,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 7805,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 785,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1034,88.17,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 9148,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 16571,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 21296,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6521,100.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 19735,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 6383,63.05,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4099,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6464,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 2833,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 1142,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3043,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 2585,45.71,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 3319,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6463,5.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 6423,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 805,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1129,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3294,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 12822,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 8473,5.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1395,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 197,5.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 3305,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2805,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 790,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1486,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6246,5.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1207,65.19,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 10429,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 12342,5.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 1293,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 6566,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 95,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 4188,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3281,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1741,51.16,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1035,100.0,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 6097,50.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1735,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 5400,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 3771,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4651,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 2415,39.23,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4073,78.43,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 4256,50.8,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 4826,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 1782,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 7576,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 3105,94.77,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 7526,72.38,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 791,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 2062,100.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 5439,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 1097,96.04,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 2439,100.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 3565,100.0,202310,2023-06,2023-10,cadastro futuro,False,True
2023-06,Empresa 2645,37.58,202311,2023-06,2023-11,cadastro futuro,False,True
2023-06,Empresa 6596,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 2807,100.0,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 4988,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 5279,14.57,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 3282,49.76,202309,2023-06,2023-09,cadastro futuro,False,True
2023-06,Empresa 1714,88.29,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 2280,100.0,202308,2023-06,2023-08,cadastro futuro,False,True
2023-06,Empresa 837,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-06,Empresa 883,100.0,202307,2023-06,2023-07,cadastro futuro,False,True
2023-07,Empresa 2666,58.67,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 5047,53.46,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 5513,100.0,Não,2023-07,,sem cadastro,False,False
2023-07,Empresa 3105,54.45,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1741,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 6066,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 5096,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3196,96.08,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 4999,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 6383,73.87,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 4995,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 5323,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3770,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2415,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3319,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2439,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 2645,28.14,202311,2023-07,2023-11,cadastro futuro,False,True
2023-07,Empresa 1035,100.0,202311,2023-07,2023-11,cadastro futuro,False,True
2023-07,Empresa 6920,99.98,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 7576,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1486,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2731,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1803,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3281,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 6521,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 1150,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3301,44.24,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 4989,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3977,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1034,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 4073,99.77,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2807,25.24,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 3565,98.23,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 3305,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1680,77.86,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 5499,94.58,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3767,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2739,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 6566,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 7526,55.97,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 1097,60.93,202311,2023-07,2023-11,cadastro futuro,False,True
2023-07,Empresa 1680,46.82,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 1714,32.67,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 5423,99.35,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 3768,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 4988,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3281,48.14,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 2062,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 4188,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 537,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 1157,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 5520,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1705,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1782,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2585,63.46,202311,2023-07,2023-11,cadastro futuro,False,True
2023-07,Empresa 5279,24.83,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 3766,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2805,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 5641,48.33,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1293,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1774,100.0,202310,2023-07,2023-10,cadastro futuro,False,True
2023-07,Empresa 3282,83.23,202309,2023-07,2023-09,cadastro futuro,False,True
2023-07,Empresa 4256,100.0,202311,2023-07,2023-11,cadastro futuro,False,True
2023-07,Empresa 1714,20.96,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3769,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 1237,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3771,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3196,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 3300,100.0,202308,2023-07,2023-08,cadastro futuro,False,True
2023-07,Empresa 2666,100.0,202309,2023-07,2023-09,cadastro futuro,False,True
