Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 17164,202303,Não,Sim,2023-03
Empresa 17185,202212,Não,Sim,2022-12
Empresa 17198,202101,Não,Sim,2021-01
Empresa 17199,202305,Não,Sim,2023-05
Empresa 17203,202209,Não,Sim,2022-09
Empresa 17214,202304,Não,Sim,2023-04
Empresa 17219,202209,Não,Sim,2022-09
Empresa 17228,202110,Não,Sim,2021-10
Empresa 17240,202007,Não,Sim,2020-07
Empresa 17265,202211,Não,Sim,2022-11
Empresa 17284,202208,Não,Sim,2022-08
Empresa 17285,202208,Não,Sim,2022-08
Empresa 17286,202007,Não,Sim,2020-07
Empresa 17293,202102,Não,Sim,2021-02
Empresa 17298,202007,Não,Sim,2020-07
Empresa 17300,202207,Não,Sim,2022-07
Empresa 17302,202207,Não,Sim,2022-07
Empresa 17304,202010,Não,Sim,2020-10
Empresa 17307,202104,Não,Sim,2021-04
Empresa 17339,202103,Não,Sim,2021-03
Empresa 17341,202310,Não,Sim,2023-10
Empresa 17343,202106,Não,Sim,2021-06
Empresa 17369,202303,Não,Sim,2023-03
Empresa 17370,202008,Não,Sim,2020-08
Empresa 17382,202208,Não,Sim,2022-08
Empresa 17393,202204,Não,Sim,2022-04
Empresa 17409,202007,Não,Sim,2020-07
Empresa 1742,202305,Não,Sim,2023-05
Empresa 17428,202302,Não,Sim,2023-02
Empresa 17457,202202,Não,Sim,2022-02
Empresa 17462,202301,Não,Sim,2023-01
Empresa 17466,202006,Não,Sim,2020-06
Empresa 17486,202307,Não,Sim,2023-07
Empresa 17505,202301,Não,Sim,2023-01
Empresa 17514,202206,Não,Sim,2022-06
Empresa 17516,202002,Não,Sim,2020-02
Empresa 17548,202012,Não,Sim,2020-12
Empresa 17562,202103,Não,Sim,2021-03
Empresa 17567,202004,Não,Sim,2020-04
Empresa 17572,202304,Não,Sim,2023-04
Empresa 17602,202304,Não,Sim,2023-04
Empresa 17609,202306,Não,Sim,2023-06
Empresa 17619,202007,Não,Sim,2020-07
Empresa 17650,202206,Não,Sim,2022-06
Empresa 17705,202211,Não,Sim,2022-11
Empresa 17717,202007,Não,Sim,2020-07
Empresa 17728,202302,Não,Sim,2023-02
Empresa 17729,202004,Não,Sim,2020-04
Empresa 17739,202103,Não,Sim,2021-03
Empresa 17743,202210,Não,Sim,2022-10
Empresa 17756,202212,Não,Sim,2022-12
Empresa 17776,202205,Não,Sim,2022-05
Empresa 17787,202309,Não,Sim,2023-09
Empresa 17790,202112,Não,Sim,2021-12
Empresa 17832,202201,Não,Sim,2022-01
Empresa 17857,202109,Não,Sim,2021-09
Empresa 17878,202007,Não,Sim,2020-07
Empresa 17882,202009,Não,Sim,2020-09
Empresa 17888,202004,Não,Sim,2020-04
Empresa 17901,202205,Não,Sim,2022-05
Empresa 17917,202007,Não,Sim,2020-07
Empresa 17924,202011,Não,Sim,2020-11
Empresa 17928,202012,Não,Sim,2020-12
Empresa 17932,202210,Não,Sim,2022-10
Empresa 17944,202301,Não,Sim,2023-01
Empresa 17945,202008,Não,Sim,2020-08
Empresa 17966,202109,Não,Sim,2021-09
Empresa 17995,202007,Não,Sim,2020-07
Empresa 17998,202101,Não,Sim,2021-01
Empresa 18000,202004,Não,Sim,2020-04
Empresa 18002,202212,Não,Sim,2022-12
Empresa 18009,202211,Não,Sim,2022-11
Empresa 18014,202308,Não,Sim,2023-08
Empresa 18045,202301,Não,Sim,2023-01
Empresa 18047,202310,Não,Sim,2023-10
Empresa 18056,202010,Não,Sim,2020-10
Empresa 18061,202210,Não,Sim,2022-10
Empresa 18064,202012,Não,Sim,2020-12
Empresa 18095,202102,Não,Sim,2021-02
Empresa 18105,202008,Não,Sim,2020-08
Empresa 18145,202212,Não,Sim,2022-12
Empresa 18156,202303,Não,Sim,2023-03
Empresa 18159,202112,Não,Sim,2021-12
Empresa 18167,202209,Não,Sim,2022-09
Empresa 18174,202111,Não,Sim,2021-11
Empresa 18201,202109,Não,Sim,2021-09
Empresa 18213,202112,Não,Sim,2021-12
Empresa 18237,202212,Não,Sim,2022-12
Empresa 18254,201912,Não,Sim,2019-12
Empresa 18287,202101,Não,Sim,2021-01
Empresa 18305,202007,Não,Sim,2020-07
Empresa 18322,202103,Não,Sim,2021-03
Empresa 18363,202103,Não,Sim,2021-03
Empresa 18364,202012,Não,Sim,2020-12
Empresa 18370,202105,Não,Sim,2021-05
Empresa 18396,202005,Não,Sim,2020-05
Empresa 18398,202104,Não,Sim,2021-04
Empresa 18400,202110,Não,Sim,2021-10
Empresa 18431,202203,Não,Sim,2022-03
Empresa 18434,202211,Não,Sim,2022-11
Empresa 18454,202201,Não,Sim,2022-01
Empresa 18481,202111,Não,Sim,2021-11
Empresa 18485,202203,Não,Sim,2022-03
Empresa 18507,202012,Não,Sim,2020-12
Empresa 18565,202301,Não,Sim,2023-01
Empresa 18568,202001,Não,Sim,2020-01
Empresa 18597,202008,Não,Sim,2020-08
Empresa 18601,202306,Não,Sim,2023-06
Empresa 18603,202211,Não,Sim,2022-11
Empresa 18620,202209,Não,Sim,2022-09
Empresa 18634,202111,Não,Sim,2021-11
Empresa 18640,201909,Não,Sim,2019-09
Empresa 18656,202004,Não,Sim,2020-04
Empresa 18659,202107,Não,Sim,2021-07
Empresa 18665,202012,Não,Sim,2020-12
Empresa 18677,202006,Não,Sim,2020-06
Empresa 18689,202212,Não,Sim,2022-12
Empresa 18699,202205,Não,Sim,2022-05
Empresa 18711,201912,Não,Sim,2019-12
Empresa 18738,202302,Não,Sim,2023-02
Empresa 18756,202104,Não,Sim,2021-04
Empresa 18803,202212,Não,Sim,2022-12
Empresa 18805,202012,Não,Sim,2020-12
Empresa 18821,202302,Não,Sim,2023-02
Empresa 18823,202007,Não,Sim,2020-07
Empresa 18836,202007,Não,Sim,2020-07
Empresa 18848,202205,Não,Sim,2022-05
Empresa 18849,202309,Não,Sim,2023-09
Empresa 18854,201912,Não,Sim,2019-12
Empresa 18856,202209,Não,Sim,2022-09
Empresa 18871,202011,Não,Sim,2020-11
Empresa 18876,202101,Não,Sim,2021-01
Empresa 18894,202309,Não,Sim,2023-09
Empresa 18895,202212,Não,Sim,2022-12
Empresa 1891,202308,Não,Sim,2023-08
Empresa 18912,201912,Não,Sim,2019-12
Empresa 18933,202103,Não,Sim,2021-03
Empresa 18941,202010,Não,Sim,2020-10
Empresa 18970,202306,Não,Sim,2023-06
Empresa 18988,202306,Não,Sim,2023-06
Empresa 18999,202201,Não,Sim,2022-01
Empresa 19008,202008,Não,Sim,2020-08
Empresa 19011,202101,Não,Sim,2021-01
Empresa 19017,202304,Não,Sim,2023-04
Empresa 19032,202302,Não,Sim,2023-02
Empresa 1904,202306,Não,Sim,2023-06
Empresa 19042,202302,Não,Sim,2023-02
Empresa 19052,202103,Não,Sim,2021-03
Empresa 19061,202103,Não,Sim,2021-03
Empresa 19069,202012,Não,Sim,2020-12
Empresa 19075,202103,Não,Sim,2021-03
Empresa 19099,202308,Não,Sim,2023-08
Empresa 19109,202012,Não,Sim,2020-12
Empresa 19118,202107,Não,Sim,2021-07
Empresa 19131,202012,Não,Sim,2020-12
Empresa 19140,201912,Não,Sim,2019-12
Empresa 19249,202004,Não,Sim,2020-04
Empresa 19300,202212,Não,Sim,2022-12
Empresa 19331,202008,Não,Sim,2020-08
Empresa 19344,202012,Não,Sim,2020-12
Empresa 19345,202105,Não,Sim,2021-05
Empresa 19439,202008,Não,Sim,2020-08
Empresa 19548,202007,Não,Sim,2020-07
Empresa 19573,202010,Não,Sim,2020-10
Empresa 19576,202308,Não,Sim,2023-08
Empresa 19608,202302,Não,Sim,2023-02
Empresa 19609,202007,Não,Sim,2020-07
Empresa 19612,202106,Não,Sim,2021-06
Empresa 19622,201912,Não,Sim,2019-12
Empresa 19623,202112,Não,Sim,2021-12
Empresa 19641,202007,Não,Sim,2020-07
Empresa 19661,202304,Não,Sim,2023-04
Empresa 19679,202109,Não,Sim,2021-09
Empresa 19721,202105,Não,Sim,2021-05
Empresa 19735,202307,Não,Sim,2023-07
Empresa 19744,202106,Não,Sim,2021-06
Empresa 19773,202101,Não,Sim,2021-01
Empresa 19777,202306,Não,Sim,2023-06
Empresa 19791,202109,Não,Sim,2021-09
Empresa 19797,202112,Não,Sim,2021-12
Empresa 19817,202108,Não,Sim,2021-08
Empresa 19819,202307,Não,Sim,2023-07
Empresa 19835,202012,Não,Sim,2020-12
Empresa 19838,202203,Não,Sim,2022-03
Empresa 19877,202008,Não,Sim,2020-08
Empresa 19884,202306,Não,Sim,2023-06
Empresa 19887,202204,Não,Sim,2022-04
Empresa 19892,202212,Não,Sim,2022-12
Empresa 19896,202103,Não,Sim,2021-03
Empresa 19898,202012,Não,Sim,2020-12
Empresa 19899,202008,Não,Sim,2020-08
Empresa 19923,202002,Não,Sim,2020-02
Empresa 19932,202012,Não,Sim,2020-12
Empresa 19935,202012,Não,Sim,2020-12
Empresa 19937,202101,Não,Sim,2021-01
Empresa 19954,202103,Não,Sim,2021-03
Empresa 19971,202007,Não,Sim,2020-07
Empresa 19983,202008,Não,Sim,2020-08
Empresa 19999,202102,Não,Sim,2021-02
Empresa 20007,202012,Não,Sim,2020-12
Empresa 20032,202007,Não,Sim,2020-07
Empresa 20059,202209,Não,Sim,2022-09
Empresa 20086,202309,Não,Sim,2023-09
Empresa 20089,202007,Não,Sim,2020-07
Empresa 20099,202208,Não,Sim,2022-08
Empresa 201,202309,Não,Sim,2023-09
Empresa 20110,202108,Não,Sim,2021-08
Empresa 20112,202306,Não,Sim,2023-06
Empresa 20133,202206,Não,Sim,2022-06
Empresa 20150,202305,Não,Sim,2023-05
Empresa 20178,202101,Não,Sim,2021-01
Empresa 20184,202207,Não,Sim,2022-07
Empresa 20213,202212,Não,Sim,2022-12
Empresa 20229,202306,Não,Sim,2023-06
Empresa 20233,202301,Não,Sim,2023-01
Empresa 20272,202308,Não,Sim,2023-08
Empresa 20274,202305,Não,Sim,2023-05
Empresa 20317,202211,Não,Sim,2022-11
Empresa 20400,202207,Não,Sim,2022-07
Empresa 20417,202008,Não,Sim,2020-08
Empresa 20472,202303,Não,Sim,2023-03
Empresa 20521,202012,Não,Sim,2020-12
Empresa 20528,202108,Não,Sim,2021-08
Empresa 20547,202309,Não,Sim,2023-09
Empresa 20578,202309,Não,Sim,2023-09
Empresa 2062,202310,Não,Sim,2023-10
Empresa 20638,202308,Não,Sim,2023-08
Empresa 20737,202002,Não,Sim,2020-02
Empresa 20778,202306,Não,Sim,2023-06
Empresa 20780,202011,Não,Sim,2020-11
Empresa 20792,202006,Não,Sim,2020-06
Empresa 20810,202107,Não,Sim,2021-07
Empresa 20829,202008,Não,Sim,2020-08
Empresa 20849,202012,Não,Sim,2020-12
Empresa 20873,202102,Não,Sim,2021-02
Empresa 20887,202101,Não,Sim,2021-01
Empresa 20898,202102,Não,Sim,2021-02
Empresa 20914,202304,Não,Sim,2023-04
Empresa 20945,202212,Não,Sim,2022-12
Empresa 20952,202211,Não,Sim,2022-11
Empresa 20954,202308,Não,Sim,2023-08
Empresa 21014,202012,Não,Sim,2020-12
Empresa 21038,202107,Não,Sim,2021-07
Empresa 21075,202211,Não,Sim,2022-11
Empresa 21076,202008,Não,Sim,2020-08
Empresa 21091,202007,Não,Sim,2020-07
Empresa 21100,202004,Não,Sim,2020-04
Empresa 21106,202103,Não,Sim,2021-03
Empresa 21125,202012,Não,Sim,2020-12
Empresa 21137,202012,Não,Sim,2020-12
Empresa 21151,202007,Não,Sim,2020-07
Empresa 21174,202103,Não,Sim,2021-03
Empresa 21192,202303,Não,Sim,2023-03
Empresa 21222,202212,Não,Sim,2022-12
Empresa 21235,202306,Não,Sim,2023-06
Empresa 21240,202103,Não,Sim,2021-03
Empresa 21242,202102,Não,Sim,2021-02
Empresa 21243,202208,Não,Sim,2022-08
Empresa 21267,202212,Não,Sim,2022-12
Empresa 21274,202301,Não,Sim,2023-01
Empresa 21317,202212,Não,Sim,2022-12
Empresa 21321,202012,Não,Sim,2020-12
Empresa 21326,202211,Não,Sim,2022-11
Empresa 21328,202306,Não,Sim,2023-06
Empresa 21351,202305,Não,Sim,2023-05
Empresa 21367,202306,Não,Sim,2023-06
Empresa 21374,202008,Não,Sim,2020-08
Empresa 21396,202212,Não,Sim,2022-12
Empresa 21402,202305,Não,Sim,2023-05
Empresa 21441,202304,Não,Sim,2023-04
Empresa 21477,202103,Não,Sim,2021-03
Empresa 21493,202205,Não,Sim,2022-05
Empresa 21539,202301,Não,Sim,2023-01
Empresa 21542,202203,Não,Sim,2022-03
Empresa 21603,202102,Não,Sim,2021-02
Empresa 21605,202306,Não,Sim,2023-06
Empresa 21610,202208,Não,Sim,2022-08
Empresa 21685,202206,Não,Sim,2022-06
Empresa 21714,202206,Não,Sim,2022-06
Empresa 21739,202207,Não,Sim,2022-07
Empresa 21807,202303,Não,Sim,2023-03
Empresa 21822,202104,Não,Sim,2021-04
Empresa 21825,202009,Não,Sim,2020-09
Empresa 21853,202207,Não,Sim,2022-07
Empresa 21858,202310,Não,Sim,2023-10
Empresa 21864,202204,Não,Sim,2022-04
Empresa 21931,202102,Não,Sim,2021-02
Empresa 21934,202211,Não,Sim,2022-11
Empresa 21950,202212,Não,Sim,2022-12
Empresa 21974,202012,Não,Sim,2020-12
Empresa 2199,202306,Não,Sim,2023-06
Empresa 21999,202302,Não,Sim,2023-02
Empresa 2201,202209,Não,Sim,2022-09
Empresa 22016,202309,Não,Sim,2023-09
Empresa 22033,202101,Não,Sim,2021-01
Empresa 22091,202011,Não,Sim,2020-11
Empresa 22095,202204,Não,Sim,2022-04
Empresa 22143,202308,Não,Sim,2023-08
Empresa 22161,202111,Não,Sim,2021-11
Empresa 22192,202303,Não,Sim,2023-03
Empresa 22200,202206,Não,Sim,2022-06
Empresa 22204,202306,Não,Sim,2023-06
Empresa 22212,202212,Não,Sim,2022-12
Empresa 22226,202104,Não,Sim,2021-04
Empresa 22234,202007,Não,Sim,2020-07
Empresa 22274,202105,Não,Sim,2021-05
Empresa 22293,202207,Não,Sim,2022-07
Empresa 22319,202203,Não,Sim,2022-03
Empresa 22333,202306,Não,Sim,2023-06
Empresa 22348,202102,Não,Sim,2021-02
Empresa 22349,202205,Não,Sim,2022-05
Empresa 22375,202306,Não,Sim,2023-06
Empresa 22376,202006,Não,Sim,2020-06
Empresa 22383,202306,Não,Sim,2023-06
Empresa 22386,202107,Não,Sim,2021-07
Empresa 22387,202306,Não,Sim,2023-06
Empresa 22525,202103,Não,Sim,2021-03
Empresa 22543,202103,Não,Sim,2021-03
Empresa 22561,202102,Não,Sim,2021-02
Empresa 22583,202006,Não,Sim,2020-06
Empresa 22588,202310,Não,Sim,2023-10
Empresa 22589,202105,Não,Sim,2021-05
Empresa 22609,202211,Não,Sim,2022-11
Empresa 22640,202008,Não,Sim,2020-08
Empresa 22684,202103,Não,Sim,2021-03
Empresa 22685,202011,Não,Sim,2020-11
Empresa 22746,202211,Não,Sim,2022-11
Empresa 22749,202103,Não,Sim,2021-03
Empresa 22763,202307,Não,Sim,2023-07
Empresa 22786,202310,Não,Sim,2023-10
Empresa 22790,202012,Não,Sim,2020-12
Empresa 2280,202308,Não,Sim,2023-08
Empresa 22859,202307,Não,Sim,2023-07
Empresa 22879,202308,Não,Sim,2023-08
Empresa 22887,202308,Não,Sim,2023-08
Empresa 22903,202108,Não,Sim,2021-08
Empresa 22928,202209,Não,Sim,2022-09
Empresa 22942,202303,Não,Sim,2023-03
Empresa 22948,202306,Não,Sim,2023-06
Empresa 22958,202302,Não,Sim,2023-02
Empresa 22972,202012,Não,Sim,2020-12
Empresa 22985,202307,Não,Sim,2023-07
Empresa 22998,202102,Não,Sim,2021-02
Empresa 23049,202212,Não,Sim,2022-12
Empresa 23062,202305,Não,Sim,2023-05
Empresa 23082,202304,Não,Sim,2023-04
Empresa 23087,202103,Não,Sim,2021-03
Empresa 23101,202307,Não,Sim,2023-07
Empresa 2312,202011,Não,Sim,2020-11
Empresa 23121,202309,Não,Sim,2023-09
Empresa 23127,202309,Não,Sim,2023-09
Empresa 23144,202012,Não,Sim,2020-12
Empresa 23154,202307,Não,Sim,2023-07
Empresa 23163,202008,Não,Sim,2020-08
Empresa 23165,202209,Não,Sim,2022-09
Empresa 23168,202103,Não,Sim,2021-03
Empresa 23189,202307,Não,Sim,2023-07
Empresa 23194,202008,Não,Sim,2020-08
Empresa 23200,202103,Não,Sim,2021-03
Empresa 23219,202210,Não,Sim,2022-10
Empresa 23251,202103,Não,Sim,2021-03
Empresa 23265,202209,Não,Sim,2022-09
Empresa 23278,202302,Não,Sim,2023-02
Empresa 23327,202208,Não,Sim,2022-08
Empresa 23350,202012,Não,Sim,2020-12
Empresa 23353,202301,Não,Sim,2023-01
Empresa 23356,202204,Não,Sim,2022-04
Empresa 23379,202101,Não,Sim,2021-01
Empresa 23395,202010,Não,Sim,2020-10
Empresa 23411,202306,Não,Sim,2023-06
Empresa 23429,202307,Não,Sim,2023-07
Empresa 23435,201908,Não,Sim,2019-08
Empresa 23442,202307,Não,Sim,2023-07
Empresa 23451,202308,Não,Sim,2023-08
Empresa 23488,202207,Não,Sim,2022-07
Empresa 23533,202307,Não,Sim,2023-07
Empresa 23537,202008,Não,Sim,2020-08
Empresa 23549,202008,Não,Sim,2020-08
Empresa 23583,202101,Não,Sim,2021-01
Empresa 23586,202309,Não,Sim,2023-09
Empresa 23587,202307,Não,Sim,2023-07
Empresa 23606,202308,Não,Sim,2023-08
Empresa 23621,202308,Não,Sim,2023-08
Empresa 23632,202012,Não,Sim,2020-12
Empresa 23642,202007,Não,Sim,2020-07
Empresa 23663,202008,Não,Sim,2020-08
Empresa 23668,202307,Não,Sim,2023-07
Empresa 23705,202012,Não,Sim,2020-12
Empresa 23715,202102,Não,Sim,2021-02
Empresa 23717,202006,Não,Sim,2020-06
Empresa 23733,202307,Não,Sim,2023-07
Empresa 23759,202307,Não,Sim,2023-07
Empresa 23766,202310,Não,Sim,2023-10
Empresa 23774,202108,Não,Sim,2021-08
Empresa 23775,202012,Não,Sim,2020-12
Empresa 23783,202101,Não,Sim,2021-01
Empresa 23788,202212,Não,Sim,2022-12
Empresa 23826,202108,Não,Sim,2021-08
Empresa 23847,202303,Não,Sim,2023-03
Empresa 23890,202101,Não,Sim,2021-01
Empresa 23899,202102,Não,Sim,2021-02
Empresa 23946,202201,Não,Sim,2022-01
Empresa 23967,202107,Não,Sim,2021-07
Empresa 23979,202307,Não,Sim,2023-07
Empresa 24027,202307,Não,Sim,2023-07
Empresa 24031,202310,Não,Sim,2023-10
Empresa 24052,202307,Não,Sim,2023-07
Empresa 24058,202101,Não,Sim,2021-01
Empresa 24067,202307,Não,Sim,2023-07
Empresa 24078,202308,Não,Sim,2023-08
Empresa 24081,202008,Não,Sim,2020-08
Empresa 24086,202209,Não,Sim,2022-09
Empresa 24106,202306,Não,Sim,2023-06
Empresa 24126,202007,Não,Sim,2020-07
Empresa 24141,202004,Não,Sim,2020-04
Empresa 24143,202204,Não,Sim,2022-04
Empresa 24148,202006,Não,Sim,2020-06
Empresa 24172,202212,Não,Sim,2022-12
Empresa 24178,202308,Não,Sim,2023-08
Empresa 24182,202203,Não,Sim,2022-03
Empresa 24200,202306,Não,Sim,2023-06
Empresa 24220,202110,Não,Sim,2021-10
Empresa 24230,202309,Não,Sim,2023-09
Empresa 24235,202102,Não,Sim,2021-02
Empresa 24241,202306,Não,Sim,2023-06
Empresa 24254,202304,Não,Sim,2023-04
Empresa 24258,202306,Não,Sim,2023-06
Empresa 24267,202012,Não,Sim,2020-12
Empresa 24295,202004,Não,Sim,2020-04
Empresa 243,202309,Não,Sim,2023-09
Empresa 24346,202307,Não,Sim,2023-07
Empresa 24361,202102,Não,Sim,2021-02
Empresa 2437,202203,Não,Sim,2022-03
Empresa 24371,202307,Não,Sim,2023-07
Empresa 24407,202307,Não,Sim,2023-07
Empresa 24441,202102,Não,Sim,2021-02
Empresa 24445,202211,Não,Sim,2022-11
Empresa 24478,202302,Não,Sim,2023-02
Empresa 24502,202008,Não,Sim,2020-08
Empresa 24528,202109,Não,Sim,2021-09
Empresa 24544,202012,Não,Sim,2020-12
Empresa 24547,202310,Não,Sim,2023-10
Empresa 24575,202309,Não,Sim,2023-09
Empresa 24585,202306,Não,Sim,2023-06
Empresa 24618,202009,Não,Sim,2020-09
Empresa 24627,202012,Não,Sim,2020-12
Empresa 2463,202101,Não,Sim,2021-01
Empresa 24650,202109,Não,Sim,2021-09
Empresa 24656,202111,Não,Sim,2021-11
Empresa 24660,202102,Não,Sim,2021-02
Empresa 24672,202307,Não,Sim,2023-07
Empresa 24682,202211,Não,Sim,2022-11
Empresa 247,202307,Não,Sim,2023-07
Empresa 24715,202307,Não,Sim,2023-07
Empresa 24716,202009,Não,Sim,2020-09
Empresa 24725,202104,Não,Sim,2021-04
Empresa 24753,202012,Não,Sim,2020-12
Empresa 24776,202012,Não,Sim,2020-12
Empresa 24778,202212,Não,Sim,2022-12
Empresa 24779,202307,Não,Sim,2023-07
Empresa 24797,202102,Não,Sim,2021-02
Empresa 24805,202007,Não,Sim,2020-07
Empresa 24813,202006,Não,Sim,2020-06
Empresa 24816,202307,Não,Sim,2023-07
Empresa 24829,202103,Não,Sim,2021-03
Empresa 24835,202309,Não,Sim,2023-09
Empresa 24859,202211,Não,Sim,2022-11
Empresa 24894,202001,Não,Sim,2020-01
Empresa 24895,202104,Não,Sim,2021-04
Empresa 24919,202305,Não,Sim,2023-05
Empresa 24960,202308,Não,Sim,2023-08
Empresa 24966,202307,Não,Sim,2023-07
Empresa 24975,202209,Não,Sim,2022-09
Empresa 24992,202308,Não,Sim,2023-08
Empresa 25041,202201,Não,Sim,2022-01
Empresa 25044,202004,Não,Sim,2020-04
Empresa 25063,202308,Não,Sim,2023-08
Empresa 25088,202306,Não,Sim,2023-06
Empresa 25102,202101,Não,Sim,2021-01
Empresa 25144,202308,Não,Sim,2023-08
Empresa 25157,202307,Não,Sim,2023-07
Empresa 25246,202204,Não,Sim,2022-04
Empresa 25251,202304,Não,Sim,2023-04
Empresa 25259,202308,Não,Sim,2023-08
Empresa 25268,202302,Não,Sim,2023-02
Empresa 25282,202308,Não,Sim,2023-08
Empresa 25292,202307,Não,Sim,2023-07
Empresa 25294,202012,Não,Sim,2020-12
Empresa 25310,202208,Não,Sim,2022-08
Empresa 25311,202011,Não,Sim,2020-11
Empresa 25322,202103,Não,Sim,2021-03
Empresa 25352,202203,Não,Sim,2022-03
Empresa 25381,202007,Não,Sim,2020-07
Empresa 25426,202212,Não,Sim,2022-12
Empresa 25428,202308,Não,Sim,2023-08
Empresa 25434,202212,Não,Sim,2022-12
Empresa 25454,202205,Não,Sim,2022-05
Empresa 25471,202307,Não,Sim,2023-07
Empresa 25476,202203,Não,Sim,2022-03
Empresa 25480,202307,Não,Sim,2023-07
Empresa 25539,202307,Não,Sim,2023-07
Empresa 25546,202101,Não,Sim,2021-01
Empresa 25550,202004,Não,Sim,2020-04
Empresa 25564,202007,Não,Sim,2020-07
Empresa 25576,202105,Não,Sim,2021-05
Empresa 2559,202012,Não,Sim,2020-12
Empresa 25611,202205,Não,Sim,2022-05
Empresa 25640,202012,Não,Sim,2020-12
Empresa 25658,202211,Não,Sim,2022-11
Empresa 25674,202308,Não,Sim,2023-08
Empresa 25692,202303,Não,Sim,2023-03
Empresa 25707,202212,Não,Sim,2022-12
Empresa 25708,202305,Não,Sim,2023-05
Empresa 25740,202012,Não,Sim,2020-12
Empresa 25746,202209,Não,Sim,2022-09
Empresa 25773,202307,Não,Sim,2023-07
Empresa 25775,202303,Não,Sim,2023-03
Empresa 25791,202112,Não,Sim,2021-12
Empresa 25805,202307,Não,Sim,2023-07
Empresa 25809,202308,Não,Sim,2023-08
Empresa 25810,202012,Não,Sim,2020-12
Empresa 25827,202306,Não,Sim,2023-06
Empresa 25852,202307,Não,Sim,2023-07
Empresa 25876,202309,Não,Sim,2023-09
Empresa 25906,202008,Não,Sim,2020-08
Empresa 25918,202012,Não,Sim,2020-12
Empresa 25924,202105,Não,Sim,2021-05
Empresa 25948,202203,Não,Sim,2022-03
Empresa 26013,202101,Não,Sim,2021-01
Empresa 26045,202104,Não,Sim,2021-04
Empresa 2605,202008,Não,Sim,2020-08
Empresa 26052,202303,Não,Sim,2023-03
Empresa 26059,202101,Não,Sim,2021-01
Empresa 26101,202008,Não,Sim,2020-08
Empresa 26109,202205,Não,Sim,2022-05
Empresa 26110,202103,Não,Sim,2021-03
Empresa 26124,202308,Não,Sim,2023-08
Empresa 26140,202007,Não,Sim,2020-07
Empresa 26162,202004,Não,Sim,2020-04
Empresa 26199,202012,Não,Sim,2020-12
Empresa 26232,202008,Não,Sim,2020-08
Empresa 26256,202105,Não,Sim,2021-05
Empresa 26292,202308,Não,Sim,2023-08
Empresa 26324,202007,Não,Sim,2020-07
Empresa 26336,202007,Não,Sim,2020-07
Empresa 26364,202201,Não,Sim,2022-01
Empresa 26374,202105,Não,Sim,2021-05
Empresa 26414,202308,Não,Sim,2023-08
Empresa 26424,202206,Não,Sim,2022-06
Empresa 26430,202307,Não,Sim,2023-07
Empresa 26440,202305,Não,Sim,2023-05
Empresa 26470,202205,Não,Sim,2022-05
Empresa 26490,202306,Não,Sim,2023-06
Empresa 26498,202212,Não,Sim,2022-12
Empresa 26524,202206,Não,Sim,2022-06
Empresa 26539,202307,Não,Sim,2023-07
Empresa 26540,202205,Não,Sim,2022-05
Empresa 26560,202104,Não,Sim,2021-04
Empresa 26589,202301,Não,Sim,2023-01
Empresa 26596,202105,Não,Sim,2021-05
Empresa 26597,202102,Não,Sim,2021-02
Empresa 26601,202112,Não,Sim,2021-12
Empresa 26606,202307,Não,Sim,2023-07
Empresa 26619,202308,Não,Sim,2023-08
Empresa 26621,202308,Não,Sim,2023-08
Empresa 26629,202308,Não,Sim,2023-08
Empresa 26641,202306,Não,Sim,2023-06
Empresa 26675,202309,Não,Sim,2023-09
Empresa 26712,202309,Não,Sim,2023-09
Empresa 26716,202308,Não,Sim,2023-08
Empresa 26725,202301,Não,Sim,2023-01
Empresa 26729,202309,Não,Sim,2023-09
Empresa 26737,202209,Não,Sim,2022-09
Empresa 2675,202305,Não,Sim,2023-05
Empresa 26754,202007,Não,Sim,2020-07
Empresa 26758,202206,Não,Sim,2022-06
Empresa 26759,202309,Não,Sim,2023-09
Empresa 26769,202103,Não,Sim,2021-03
Empresa 26800,202309,Não,Sim,2023-09
Empresa 26801,202210,Não,Sim,2022-10
Empresa 26805,202307,Não,Sim,2023-07
Empresa 26822,202012,Não,Sim,2020-12
Empresa 26872,202103,Não,Sim,2021-03
Empresa 26889,202309,Não,Sim,2023-09
Empresa 26891,202107,Não,Sim,2021-07
Empresa 26911,202208,Não,Sim,2022-08
Empresa 26915,202101,Não,Sim,2021-01
Empresa 26929,202308,Não,Sim,2023-08
Empresa 26932,202203,Não,Sim,2022-03
Empresa 26940,202210,Não,Sim,2022-10
Empresa 26955,202206,Não,Sim,2022-06
Empresa 26957,202206,Não,Sim,2022-06
Empresa 26971,202004,Não,Sim,2020-04
Empresa 26983,202308,Não,Sim,2023-08
Empresa 26992,202308,Não,Sim,2023-08
Empresa 26995,202102,Não,Sim,2021-02
Empresa 26996,202209,Não,Sim,2022-09
Empresa 27000,202304,Não,Sim,2023-04
Empresa 27031,202210,Não,Sim,2022-10
Empresa 27068,202206,Não,Sim,2022-06
Empresa 27090,202308,Não,Sim,2023-08
Empresa 27099,202103,Não,Sim,2021-03
Empresa 27111,202007,Não,Sim,2020-07
Empresa 27130,202308,Não,Sim,2023-08
Empresa 27132,202201,Não,Sim,2022-01
Empresa 27136,202308,Não,Sim,2023-08
Empresa 27137,202309,Não,Sim,2023-09
